smiles_open,donor_class,acceptor_class,backbone,est_lambda_nm
CN1CCN(/C=C/C=C/C(O)=C2C(=O)N(c3ccccc3)N=C2C(F)(F)F)CC1,piperazine,pyrazolone,triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCN(C)CC1,piperazine,isoxazolone,triene,626
CN1CCN(/C=C/C=C/C(O)=C2C(=O)ON=C2C(F)(F)F)CC1,piperazine,isoxazolone,triene,649
CN1CCN(/C=C/C=C/C(O)=C2C(=O)NNC2=O)CC1,piperazine,pyrazolidinedione,triene,610
CN1CCN(/C=C/C=C/C(O)=C2C(=O)Nc3ccccc32)CC1,piperazine,oxindole,triene,600
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCN(C)CC1,piperazine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCN(C)CC1,piperazine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCN(C)CC1,piperazine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCN(C)CC2)C(=O)N(CC)C1=O,piperazine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCN(C)CC1,piperazine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCN(C)CC1,piperazine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCN(C)CC1,piperazine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCN(C)CC1,piperazine,pyrazolone,alpha_methyl_triene,590
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCN(C)CC1,piperazine,pyrazolone,alpha_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCN(C)CC1,piperazine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCN(C)CC1,piperazine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCN(C)CC1,piperazine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCN(C)CC1,piperazine,oxindole,alpha_methyl_triene,600
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,piperazine,meldrum,central_methyl_triene,545
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,piperazine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)NC(=O)NC1=O,piperazine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCN(C)CC2)C(=O)N(CC)C1=O,piperazine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)NC(=S)NC1=O,piperazine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,piperazine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)c2ccccc2C1=O,piperazine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCN(C)CC1,piperazine,pyrazolone,central_methyl_triene,590
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,piperazine,pyrazolone,central_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCN(C)CC1,piperazine,isoxazolone,central_methyl_triene,626
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,piperazine,isoxazolone,central_methyl_triene,649
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)NNC1=O,piperazine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N1CCN(C)CC1)=C\C(O)=C1C(=O)Nc2ccccc21,piperazine,oxindole,central_methyl_triene,600
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N(CCO)CCO)C(=O)O1,hydroxy_amine,meldrum,triene,545
CN1C(=O)C(=C(O)/C=C/C=C/N(CCO)CCO)C(=O)N(C)C1=O,hydroxy_amine,barbituric,triene,570
O=C1NC(=O)C(=C(O)/C=C/C=C/N(CCO)CCO)C(=O)N1,hydroxy_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N(CCO)CCO)C(=O)N(CC)C1=O,hydroxy_amine,barbituric,triene,570
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N(CCO)CCO,hydroxy_amine,thiobarbituric,triene,600
CN1C(=O)C(=C(O)/C=C/C=C/N(CCO)CCO)C(=O)N(C)C1=S,hydroxy_amine,thiobarbituric,triene,600
O=C1C(=C(O)/C=C/C=C/N(CCO)CCO)C(=O)c2ccccc21,hydroxy_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N(CCO)CCO,hydroxy_amine,pyrazolone,triene,590
O=C1C(=C(O)/C=C/C=C/N(CCO)CCO)C(C(F)(F)F)=NN1c1ccccc1,hydroxy_amine,pyrazolone,triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C/N(CCO)CCO,hydroxy_amine,isoxazolone,triene,626
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N(CCO)CCO,hydroxy_amine,isoxazolone,triene,649
O=C1NNC(=O)C1=C(O)/C=C/C=C/N(CCO)CCO,hydroxy_amine,pyrazolidinedione,triene,610
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N(CCO)CCO,hydroxy_amine,oxindole,triene,600
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N(CCO)CCO,hydroxy_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N(CCO)CCO,hydroxy_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N(CCO)CCO,hydroxy_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N(CCO)CCO)C(=O)N(CC)C1=O,hydroxy_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N(CCO)CCO,hydroxy_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N(CCO)CCO,hydroxy_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N(CCO)CCO,hydroxy_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N(CCO)CCO,hydroxy_amine,pyrazolone,alpha_methyl_triene,590
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N(CCO)CCO,hydroxy_amine,pyrazolone,alpha_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N(CCO)CCO,hydroxy_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N(CCO)CCO,hydroxy_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N(CCO)CCO,hydroxy_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N(CCO)CCO,hydroxy_amine,oxindole,alpha_methyl_triene,600
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,hydroxy_amine,meldrum,central_methyl_triene,545
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,hydroxy_amine,barbituric,central_methyl_triene,570
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)NC(=O)NC1=O,hydroxy_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N(CCO)CCO)C(=O)N(CC)C1=O,hydroxy_amine,barbituric,central_methyl_triene,570
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)NC(=S)NC1=O,hydroxy_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,hydroxy_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)c2ccccc2C1=O,hydroxy_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N(CCO)CCO,hydroxy_amine,pyrazolone,central_methyl_triene,590
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,hydroxy_amine,pyrazolone,central_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N(CCO)CCO,hydroxy_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,hydroxy_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)NNC1=O,hydroxy_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N(CCO)CCO)=C\C(O)=C1C(=O)Nc2ccccc21,hydroxy_amine,oxindole,central_methyl_triene,600
CN(/C=C/C=C/C(O)=C1C(=O)OC(C)(C)OC1=O)CCO,hydroxy_amine,meldrum,triene,545
CN(/C=C/C=C/C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)CCO,hydroxy_amine,barbituric,triene,570
CN(/C=C/C=C/C(O)=C1C(=O)NC(=O)NC1=O)CCO,hydroxy_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N(C)CCO)C(=O)N(CC)C1=O,hydroxy_amine,barbituric,triene,570
CN(/C=C/C=C/C(O)=C1C(=O)NC(=S)NC1=O)CCO,hydroxy_amine,thiobarbituric,triene,600
CN(/C=C/C=C/C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)CCO,hydroxy_amine,thiobarbituric,triene,600
CN(/C=C/C=C/C(O)=C1C(=O)c2ccccc2C1=O)CCO,hydroxy_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N(C)CCO,hydroxy_amine,pyrazolone,triene,590
CN(/C=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)CCO,hydroxy_amine,pyrazolone,triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C/N(C)CCO,hydroxy_amine,isoxazolone,triene,626
CN(/C=C/C=C/C(O)=C1C(=O)ON=C1C(F)(F)F)CCO,hydroxy_amine,isoxazolone,triene,649
CN(/C=C/C=C/C(O)=C1C(=O)NNC1=O)CCO,hydroxy_amine,pyrazolidinedione,triene,610
CN(/C=C/C=C/C(O)=C1C(=O)Nc2ccccc21)CCO,hydroxy_amine,oxindole,triene,600
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N(C)CCO,hydroxy_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N(C)CCO,hydroxy_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N(C)CCO,hydroxy_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N(C)CCO)C(=O)N(CC)C1=O,hydroxy_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N(C)CCO,hydroxy_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N(C)CCO,hydroxy_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N(C)CCO,hydroxy_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N(C)CCO,hydroxy_amine,pyrazolone,alpha_methyl_triene,590
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N(C)CCO,hydroxy_amine,pyrazolone,alpha_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N(C)CCO,hydroxy_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N(C)CCO,hydroxy_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N(C)CCO,hydroxy_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N(C)CCO,hydroxy_amine,oxindole,alpha_methyl_triene,600
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,hydroxy_amine,meldrum,central_methyl_triene,545
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,hydroxy_amine,barbituric,central_methyl_triene,570
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)NC(=O)NC1=O,hydroxy_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N(C)CCO)C(=O)N(CC)C1=O,hydroxy_amine,barbituric,central_methyl_triene,570
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)NC(=S)NC1=O,hydroxy_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,hydroxy_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)c2ccccc2C1=O,hydroxy_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N(C)CCO,hydroxy_amine,pyrazolone,central_methyl_triene,590
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,hydroxy_amine,pyrazolone,central_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N(C)CCO,hydroxy_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,hydroxy_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)NNC1=O,hydroxy_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N(C)CCO)=C\C(O)=C1C(=O)Nc2ccccc21,hydroxy_amine,oxindole,central_methyl_triene,600
CN(/C=C/C=C/C(O)=C1C(=O)OC(C)(C)OC1=O)CCCN=[N+]=[N-],dialkyl_amine,meldrum,triene,545
CN(/C=C/C=C/C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)CCCN=[N+]=[N-],dialkyl_amine,barbituric,triene,570
CN(/C=C/C=C/C(O)=C1C(=O)NC(=O)NC1=O)CCCN=[N+]=[N-],dialkyl_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N(C)CCCN=[N+]=[N-])C(=O)N(CC)C1=O,dialkyl_amine,barbituric,triene,570
CN(/C=C/C=C/C(O)=C1C(=O)NC(=S)NC1=O)CCCN=[N+]=[N-],dialkyl_amine,thiobarbituric,triene,600
CN(/C=C/C=C/C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)CCCN=[N+]=[N-],dialkyl_amine,thiobarbituric,triene,600
CN(/C=C/C=C/C(O)=C1C(=O)c2ccccc2C1=O)CCCN=[N+]=[N-],dialkyl_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N(C)CCCN=[N+]=[N-],aniline,pyrazolone,triene,630
CN(/C=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)CCCN=[N+]=[N-],aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N(C)CCCN=[N+]=[N-],dialkyl_amine,isoxazolone,triene,626
CN(/C=C/C=C/C(O)=C1C(=O)ON=C1C(F)(F)F)CCCN=[N+]=[N-],dialkyl_amine,isoxazolone,triene,649
CN(/C=C/C=C/C(O)=C1C(=O)NNC1=O)CCCN=[N+]=[N-],dialkyl_amine,pyrazolidinedione,triene,610
CN(/C=C/C=C/C(O)=C1C(=O)Nc2ccccc21)CCCN=[N+]=[N-],aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N(C)CCCN=[N+]=[N-])C(=O)N(CC)C1=O,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N(C)CCCN=[N+]=[N-],aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N(C)CCCN=[N+]=[N-],aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N(C)CCCN=[N+]=[N-],dialkyl_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N(C)CCCN=[N+]=[N-],dialkyl_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N(C)CCCN=[N+]=[N-],dialkyl_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N(C)CCCN=[N+]=[N-],aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)OC(C)(C)OC1=O,dialkyl_amine,meldrum,central_methyl_triene,545
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)NC(=O)NC1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N(C)CCCN=[N+]=[N-])C(=O)N(CC)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)NC(=S)NC1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)c2ccccc2C1=O,dialkyl_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N(C)CCCN=[N+]=[N-],aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N(C)CCCN=[N+]=[N-],dialkyl_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)ON=C1C(F)(F)F,dialkyl_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)NNC1=O,dialkyl_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N(C)CCCN=[N+]=[N-])=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CN(/C=C/C=C/C(O)=C1C(=O)OC(C)(C)OC1=O)c1ccccc1,aniline,meldrum,triene,585
CN1C(=O)C(=C(O)/C=C/C=C/N(C)c2ccccc2)C(=O)N(C)C1=O,aniline,barbituric,triene,610
CN(/C=C/C=C/C(O)=C1C(=O)NC(=O)NC1=O)c1ccccc1,aniline,barbituric,triene,610
CCN1C(=O)C(=C(O)/C=C/C=C/N(C)c2ccccc2)C(=O)N(CC)C1=O,aniline,barbituric,triene,610
CN(/C=C/C=C/C(O)=C1C(=O)NC(=S)NC1=O)c1ccccc1,aniline,thiobarbituric,triene,640
CN1C(=O)C(=C(O)/C=C/C=C/N(C)c2ccccc2)C(=O)N(C)C1=S,aniline,thiobarbituric,triene,640
CN(/C=C/C=C/C(O)=C1C(=O)c2ccccc2C1=O)c1ccccc1,aniline,indandione,triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N(C)c1ccccc1,aniline,pyrazolone,triene,630
CN(/C=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N(C)c1ccccc1,aniline,isoxazolone,triene,666
CN(/C=C/C=C/C(O)=C1C(=O)ON=C1C(F)(F)F)c1ccccc1,aniline,isoxazolone,triene,689
CN(/C=C/C=C/C(O)=C1C(=O)NNC1=O)c1ccccc1,aniline,pyrazolidinedione,triene,650
CN(/C=C/C=C/C(O)=C1C(=O)Nc2ccccc21)c1ccccc1,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N(C)c1ccccc1,aniline,meldrum,alpha_methyl_triene,585
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N(C)c1ccccc1,aniline,barbituric,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N(C)c1ccccc1,aniline,barbituric,alpha_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N(C)c2ccccc2)C(=O)N(CC)C1=O,aniline,barbituric,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N(C)c1ccccc1,aniline,thiobarbituric,alpha_methyl_triene,640
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N(C)c1ccccc1,aniline,thiobarbituric,alpha_methyl_triene,640
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N(C)c1ccccc1,aniline,indandione,alpha_methyl_triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N(C)c1ccccc1,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N(C)c1ccccc1,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N(C)c1ccccc1,aniline,isoxazolone,alpha_methyl_triene,666
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N(C)c1ccccc1,aniline,isoxazolone,alpha_methyl_triene,689
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N(C)c1ccccc1,aniline,pyrazolidinedione,alpha_methyl_triene,650
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N(C)c1ccccc1,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,aniline,meldrum,central_methyl_triene,585
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,aniline,barbituric,central_methyl_triene,610
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)NC(=O)NC1=O,aniline,barbituric,central_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N(C)c2ccccc2)C(=O)N(CC)C1=O,aniline,barbituric,central_methyl_triene,610
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)NC(=S)NC1=O,aniline,thiobarbituric,central_methyl_triene,640
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,aniline,thiobarbituric,central_methyl_triene,640
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)c2ccccc2C1=O,aniline,indandione,central_methyl_triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N(C)c1ccccc1,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N(C)c1ccccc1,aniline,isoxazolone,central_methyl_triene,666
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,aniline,isoxazolone,central_methyl_triene,689
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)NNC1=O,aniline,pyrazolidinedione,central_methyl_triene,650
CC(/C=C/N(C)c1ccccc1)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CCN(/C=C/C=C/C(O)=C1C(=O)OC(C)(C)OC1=O)c1ccccc1,aniline,meldrum,triene,585
CCN(/C=C/C=C/C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)c1ccccc1,aniline,barbituric,triene,610
CCN(/C=C/C=C/C(O)=C1C(=O)NC(=O)NC1=O)c1ccccc1,aniline,barbituric,triene,610
CCN1C(=O)C(=C(O)/C=C/C=C/N(CC)c2ccccc2)C(=O)N(CC)C1=O,aniline,barbituric,triene,610
CCN(/C=C/C=C/C(O)=C1C(=O)NC(=S)NC1=O)c1ccccc1,aniline,thiobarbituric,triene,640
CCN(/C=C/C=C/C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)c1ccccc1,aniline,thiobarbituric,triene,640
CCN(/C=C/C=C/C(O)=C1C(=O)c2ccccc2C1=O)c1ccccc1,aniline,indandione,triene,640
CCN(/C=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C)c1ccccc1,aniline,pyrazolone,triene,630
CCN(/C=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)c1ccccc1,aniline,pyrazolone,triene,709
